HerdCode,HerdName,ScorerName,ScoreDate,Creation Date,CalfID,BirthDate,Calf Age,BodyTemp,BodyWeight,Appetite,Attitude,Nose,Eye,Ear,Cough,Temperature,TotalRespiratoryScore,UltraSound,UltraSoundComment,UScategory,Fecal,Navel,Joint,CalfComment,trtScoreRS,trtScoreNRS,RScategory,BRDCategory,Recheck,trtScore
12345678,RV,EP,6/13/2025,6/13/2025 16:23,409818,6/12/2025,1,102.3,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:24,409818,6/12/2025,2,101.8,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 12:44,409818,6/12/2025,3,102.7,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:18,409818,6/12/2025,4,102.8,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 16:16,409820,6/12/2025,1,102,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:23,409820,6/12/2025,2,101.5,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 12:42,409820,6/12/2025,3,103.1,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:16,409820,6/12/2025,4,101.2,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 16:29,409821,6/12/2025,1,102.3,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:25,409821,6/12/2025,2,101.8,,0,0,0,1,0,0,1,2,,,,0,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 12:47,409821,6/12/2025,3,102.1,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:20,409821,6/12/2025,4,101.5,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 12:35,431580,6/12/2025,1,102.3,,0,1,0,0,1,0,2,3,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:37,431580,6/12/2025,2,102.7,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:04,431580,6/12/2025,3,102.5,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:15,431580,6/12/2025,4,102.5,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 15:45,431581,6/12/2025,1,101.8,,0,0,0,0,0,0,1,1,,,,0,2,0,,0,2,Navel,,,Treatable
12345678,RV,EP,6/14/2025,6/14/2025 11:15,431581,6/12/2025,2,101.9,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 12:24,431581,6/12/2025,3,101.8,,0,0,0,0,0,0,1,1,,,,0,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/16/2025,6/16/2025 6:05,431581,6/12/2025,4,101.3,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 14:55,431592,6/12/2025,1,102.5,,0,1,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:02,431592,6/12/2025,2,101.8,,0,0,0,0,0,0,1,1,,,,1,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 12:03,431592,6/12/2025,3,103.4,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:54,431592,6/12/2025,4,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 14:42,431594,6/12/2025,1,101.6,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 10:58,431594,6/12/2025,2,102.3,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:55,431594,6/12/2025,3,103,,0,0,0,0,0,0,3,3,,,,0,1,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:48,431594,6/12/2025,4,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 15:33,431598,6/12/2025,1,102.2,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:10,431598,6/12/2025,2,103.2,,0,0,0,0,0,0,3,3,,,,1,,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:18,431598,6/12/2025,3,103.1,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:01,431598,6/12/2025,4,102.2,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 14:34,431599,6/12/2025,1,102.6,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:57,431599,6/12/2025,2,101.5,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 11:50,431599,6/12/2025,3,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:47,431599,6/12/2025,4,101.9,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 14:06,431600,6/12/2025,1,102.7,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:52,431600,6/12/2025,2,102.3,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:40,431600,6/12/2025,3,103.5,,0,0,1,0,0,0,3,4,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:39,431600,6/12/2025,4,103.3,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 16:06,431602,6/12/2025,1,103,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:19,431602,6/12/2025,2,102,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:34,431602,6/12/2025,3,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:13,431602,6/12/2025,4,102.7,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 12:43,431603,6/12/2025,1,102.4,,0,0,0,0,0,0,2,2,,,,1,0,,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:39,431603,6/12/2025,2,102.3,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:09,431603,6/12/2025,3,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:17,431603,6/12/2025,4,102.8,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 14:13,431605,6/12/2025,1,102.4,,0,0,0,0,1,0,2,3,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:54,431605,6/12/2025,2,102.5,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:42,431605,6/12/2025,3,,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:42,431605,6/12/2025,4,103.1,,0,0,1,0,0,0,3,4,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 15:26,431608,6/12/2025,1,102.3,,0,0,0,0,0,0,2,2,,,,0,2,0,,1,2,Navel,,,Treatable
12345678,RV,EP,6/14/2025,6/14/2025 11:08,431608,6/12/2025,2,101.5,,0,0,0,0,0,0,1,1,,,,0,2,0,,0,2,Navel,,,Treatable
12345678,RV,EP,6/15/2025,6/15/2025 12:15,431608,6/12/2025,3,101.6,,0,0,0,0,0,0,,0,,,,0,2,0,,0,2,Navel,,,Treatable
12345678,RV,EP,6/16/2025,6/16/2025 5:59,431608,6/12/2025,4,101.8,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 15:19,431610,6/12/2025,1,102.1,,0,0,0,0,0,0,2,2,,,,0,0,0,431610,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:06,431610,6/12/2025,2,102.3,,0,1,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:09,431610,6/12/2025,3,101.8,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/16/2025,6/16/2025 5:58,431610,6/12/2025,4,101.6,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 13:01,431611,6/12/2025,1,102.4,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:42,431611,6/12/2025,2,102.3,,0,0,0,0,0,0,2,2,,,,0,0,,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:17,431611,6/12/2025,3,102.2,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:20,431611,6/12/2025,4,101.2,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 16:11,431612,6/12/2025,1,102.1,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:21,431612,6/12/2025,2,103,,0,1,0,0,0,0,3,3,,,,3,1,0,,1,2,ElevatedTemperature_Diarrhea,,,Treatable
12345678,RV,EP,6/15/2025,6/15/2025 12:39,431612,6/12/2025,3,103.7,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:15,431612,6/12/2025,4,104.9,,0,0,0,0,0,0,3,3,,,,0,0,1,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 13:44,431613,6/12/2025,1,101.2,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 10:49,431613,6/12/2025,2,100.8,,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 11:34,431613,6/12/2025,3,102.4,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:35,431613,6/12/2025,4,101.6,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 12:53,431616,6/12/2025,1,101.6,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 10:41,431616,6/12/2025,2,101.4,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 11:13,431616,6/12/2025,3,101.7,,0,0,1,0,0,0,1,2,,,,0,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/16/2025,6/16/2025 5:19,431616,6/12/2025,4,102,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 13:20,431618,6/12/2025,1,102.5,,0,0,0,1,0,0,2,3,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:45,431618,6/12/2025,2,102.2,,0,0,0,0,0,0,2,2,,,,1,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:24,431618,6/12/2025,3,103.8,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:25,431618,6/12/2025,4,103.1,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 14:49,431620,6/12/2025,1,102.6,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:01,431620,6/12/2025,2,103.9,,0,0,0,0,0,0,3,3,,,,1,2,0,,1,2,ElevatedTemperature_Navel,,,Treatable
12345678,RV,EP,6/15/2025,6/15/2025 11:59,431620,6/12/2025,3,103.3,,0,0,0,0,0,0,3,3,,,,1,1,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:51,431620,6/12/2025,4,103.6,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 15:38,431621,6/12/2025,1,101.4,,0,0,0,0,0,0,1,1,,,,1,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 11:14,431621,6/12/2025,2,102.9,,0,1,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:21,431621,6/12/2025,3,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:03,431621,6/12/2025,4,102.5,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 15:51,431622,6/12/2025,1,100.5,,0,0,0,0,0,0,0,0,,,,0,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 11:16,431622,6/12/2025,2,101.7,,0,0,0,0,0,0,1,1,,,,1,2,0,,0,2,Navel,,,Treatable
12345678,RV,EP,6/15/2025,6/15/2025 12:27,431622,6/12/2025,3,101.9,,0,0,0,0,0,0,1,1,,,,0,1,0,,0,0,NoDisease,,,
12345678,RV,EP,6/16/2025,6/16/2025 6:08,431622,6/12/2025,4,101.2,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/13/2025,6/13/2025 15:00,431631,6/12/2025,1,101.7,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 11:04,431631,6/12/2025,2,103.7,,0,1,0,0,0,,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:06,431631,6/12/2025,3,102.8,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:56,431631,6/12/2025,4,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 13:11,431633,6/12/2025,1,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:44,431633,6/12/2025,2,102.2,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:20,431633,6/12/2025,3,102.9,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:22,431633,6/12/2025,4,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 14:20,431635,6/12/2025,1,102,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:55,431635,6/12/2025,2,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:46,431635,6/12/2025,3,103.4,,0,0,0,0,0,0,3,3,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:44,431635,6/12/2025,4,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 16:00,431636,6/12/2025,1,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 11:18,431636,6/12/2025,2,102.1,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 12:29,431636,6/12/2025,3,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 6:11,431636,6/12/2025,4,102.4,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/14/2025,6/14/2025 10:35,431637,6/12/2025,2,102.1,,0,0,0,0,0,0,2,2,,,,2,0,0,,1,2,Diarrhea,,,Treatable
12345678,RV,EP,6/13/2025,6/13/2025 12:16,431637,6/12/2025,1,101.6,,0,1,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/15/2025,6/15/2025 10:56,431637,6/12/2025,3,102.8,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/15/2025,6/16/2025 5:08,431637,6/12/2025,4,102.9,,0,0,0,0,0,0,2,2,,,,1,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 13:35,431639,6/12/2025,1,101.6,,0,1,0,0,0,0,1,1,,,,0,0,0,431639,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 10:47,431639,6/12/2025,2,103.4,,,0,0,0,0,0,3,3,,,,1,2,0,,1,2,ElevatedTemperature_Navel,,,Treatable
12345678,RV,EP,6/15/2025,6/15/2025 11:28,431639,6/12/2025,3,103.5,,0,0,0,0,0,0,3,3,,,,1,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/16/2025,6/16/2025 5:30,431639,6/12/2025,4,103.6,,0,0,1,0,0,0,3,4,,,,0,0,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/13/2025,6/13/2025 13:59,431642,6/12/2025,1,101.4,,0,0,0,0,0,0,1,1,,,,0,0,0,,0,0,NoDisease,,,
12345678,RV,EP,6/14/2025,6/14/2025 10:51,431642,6/12/2025,2,103.8,,0,0,0,0,0,0,3,3,,,,1,1,0,,1,0,ElevatedTemperature,,Recheck,
12345678,RV,EP,6/15/2025,6/15/2025 11:37,431642,6/12/2025,3,103,,0,0,0,0,0,0,3,3,,,,0,2,0,,1,2,ElevatedTemperature_Navel,,,Treatable
12345678,RV,EP,6/16/2025,6/16/2025 5:37,431642,6/12/2025,4,102.8,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,MJ,6/20/2025,6/24/2025 19:39,409922,6/19/2025,1,102.5,,0,0,0,0,0,0,2,2,,,,0,1,0,,1,0,NoDisease,,Recheck,
12345678,RV,MJ,6/21/2025,6/24/2025 21:00,409922,6/19/2025,2,102.6,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
12345678,RV,MJ,6/22/2025,6/22/2025 13:17,409922,6/19/2025,3,102.2,,0,0,0,0,0,0,2,2,,,,0,0,0,,1,0,NoDisease,,Recheck,
